metric_scope,pr_auc_vs_known_positive,roc_auc_vs_known_positive,hidden_threshold_unlabeled_q95,watch_threshold_unlabeled_q90,stability_threshold
known_positive_recovery_not_ground_truth,0.9693447260615327,0.9975656611576308,0.9621566620871105,0.8108071864363992,0.6
