session_key,run_id,broad_no,user_id,category_id,discovery_group,hidden_candidate_priority,cluster_number,silver_suspicious,normal_seed,gmm_unsup_cluster,gmm_max_prob,hdbscan_unsup_cluster,reason_codes,score_rule_directional,rule_mismatch_pct,normal_anomaly_pct,density_anomaly_pct,score_hdbscan_noise,unsupervised_hidden_score,viewer_med,viewer_max,chat_mean,unique_mean,zero_rate,zrun_max,gap_med,gap_max,n,start,end
139_18999487,139,18999487,083c66a5cfce51967bcad5c1b0b86e5d,talk,normal_low_priority,low,0,0,True,3,0.9995404518190342,1,none,0.380245649948823,0.40992835209826,0.2927328556806551,0.4626407369498465,0.0,0.33845957011258954,973.5,1558.0,34.16393442622951,14.729508196721312,0.0,0,3.3789781140896107,5.244389024522482,122,2026-05-20 20:00:00,2026-05-20 22:01:00
106_18836060,106,18836060,475313e6c26639d5763628313b4c130e,talk,normal_low_priority,low,0,0,True,3,0.746116540781672,-1,hdbscan_noise,0.1798362333674514,0.02917093142272262,0.18705220061412486,0.812691914022518,1.0,0.33821647901740026,1280.0,1476.0,122.73553719008264,64.94214876033058,0.0,0,2.453642189534309,3.559308462705511,121,2026-05-11 17:00:00,2026-05-11 19:00:00
148_19030798,148,19030798,8b3e8e3a13201cff0836c69cfab62f45,스타크래프트 : 리마스터,normal_low_priority,low,0,0,False,3,0.9993048848298621,1,none,0.36223132036847494,0.36924257932446264,0.3147389969293756,0.49283520982599793,0.0,0.33796059365404296,1902.0,2179.0,45.64462809917355,30.479338842975206,0.0,0,3.851703215194624,6.28646353552262,121,2026-05-22 23:00:00,2026-05-23 01:00:00
101_18817868,101,18817868,17a4bfff01d96ffad065f641ce90bdde,로스트아크,normal_low_priority,low,0,0,True,3,0.9999245351561354,1,none,0.44738996929375646,0.5117707267144319,0.3137154554759468,0.2433469805527124,0.0,0.33758955987717504,321.0,362.0,13.942622950819672,9.204918032786884,0.0,0,3.185303609340248,4.90527477843843,122,2026-05-10 15:00:00,2026-05-10 17:01:00
115_18874964,115,18874964,8803cee946a9e610a76fbdee98d98c61,talk,normal_low_priority,low,0,0,True,1,0.9999998794381676,-1,hdbscan_noise,0.22272262026612077,0.09263050153531217,0.3540174002047083,0.40276356192425794,1.0,0.33687947799385876,4480.0,5465.0,199.08196721311475,115.63934426229508,0.0,0,3.28724864145772,4.752321638354744,122,2026-05-13 20:00:00,2026-05-13 22:01:00
142_19009546,142,19009546,19e3b97ca1bca954d1ac84cf6862e0dc,리그 오브 레전드,normal_low_priority,low,0,0,False,3,0.9998329420082799,1,none,0.3896622313203685,0.42707267144319344,0.34659672466734903,0.327021494370522,0.0,0.3361885875127943,1357.0,2052.0,36.22950819672131,20.83606557377049,0.0,0,3.786939723864554,5.232889561225582,122,2026-05-21 17:00:00,2026-05-21 19:01:00
152_19049099,152,19049099,b044e3a3b9259246bc92e863e7d3f3b8,마인크래프트,normal_low_priority,low,0,0,True,1,0.9999999998210751,-1,hdbscan_noise,0.19344933469805528,0.048106448311156604,0.3902251791197543,0.41376663254861823,1.0,0.3361693961105424,2743.0,3871.0,182.0434782608696,74.47826086956522,0.0,0,2.8471741515690594,5.673323267171492,92,2026-05-23 23:00:00,2026-05-24 00:31:00
171_19140112,171,19140112,e9c11510c1c6097a20b92ebcb289b26a,메이플스토리,normal_low_priority,low,0,0,True,3,0.9381310917034462,-1,hdbscan_noise,0.233367451381781,0.11591606960081884,0.1360030706243603,0.7374616171954964,1.0,0.335664022517912,1708.0,2305.0,102.7603305785124,61.30578512396694,0.0,0,3.109326128792277,4.9941362947162204,121,2026-05-28 20:00:00,2026-05-28 22:00:00
149_19046749,149,19046749,8a933cb3a86c52aadb2483aa4eed72aa,스타크래프트 : 리마스터,normal_low_priority,low,0,0,False,3,0.9968057250113035,1,none,0.3401228249744115,0.323439099283521,0.30066530194472874,0.584186284544524,0.0,0.3352737973387922,1838.0,2169.0,53.62295081967213,27.172131147540984,0.0,0,3.621259063536709,4.774385395276745,122,2026-05-23 15:00:00,2026-05-23 17:01:00
171_19137457,171,19137457,ec3bccee6339d33ba3e2928dd600c4fd,리그 오브 레전드,normal_low_priority,low,0,0,True,3,0.9777567493825943,-1,hdbscan_noise,0.233367451381781,0.11591606960081884,0.15877686796315252,0.6952405322415558,1.0,0.33519063459570114,2076.0,2794.0,107.3934426229508,53.50819672131148,0.0,0,3.0706973771547608,4.409487032036979,122,2026-05-28 20:00:00,2026-05-28 22:01:00
